state_name,pc_no,pc_name,total_electors,male_electors,female_electors,third_gender_electors,previous_turnout_pct,target_turnout_pct
Tamil Nadu,21,POLLACHI,1597717,773655,823766,296,71.15324918579628,70.65
Tamil Nadu,22,DINDIGUL,1608624,781608,826798,218,75.29316464759603,71.52
Tamil Nadu,23,KARUR,1430499,694423,735986,90,79.55425197111482,79.21
Tamil Nadu,24,TIRUCHIRAPPALLI,1554620,757729,796652,239,69.50329464672096,67.98
Tamil Nadu,25,PERAMBALUR,1447197,702222,744830,145,79.2583699571722,78.11
Tamil Nadu,26,CUDDALORE,1413170,693758,719197,215,76.49200388845472,73.41
Tamil Nadu,27,CHIDAMBARAM (SC),1520970,754747,766137,86,77.97864104168158,76.97
Tamil Nadu,28,MAYILADUTHURAI,1546075,760422,785581,72,73.93244533761842,70.38
Tamil Nadu,29,NAGAPATTINAM (SC),1345708,658425,687201,82,76.93175080102083,72.36
Tamil Nadu,30,THANJAVUR,1502056,727958,773970,128,72.55402271787726,68.66
Tamil Nadu,31,SIVAGANGA,1635655,804038,831554,63,69.90288134359179,64.62
Tamil Nadu,32,MADURAI,1583250,778091,804961,198,66.08868206255126,62.42
Tamil Nadu,33,THENI,1630328,804473,825636,219,75.27084507764054,70.12
Tamil Nadu,34,VIRUDHUNAGAR,1505927,737123,768599,205,72.48924713796004,70.72
Tamil Nadu,35,RAMANATHAPURAM,1619761,804347,815335,79,68.40390065010835,68.61
Tamil Nadu,36,THOOTHUKKUDI,1461182,716085,744881,216,69.47603382306696,67.14
Tamil Nadu,37,TENKASI (SC),1529130,750311,778604,215,71.43308023697378,68.07
Tamil Nadu,38,TIRUNELVELI,1656265,809831,846283,151,67.2173407416979,64.56
Tamil Nadu,39,KANNIYAKUMARI,1566048,785377,780528,143,69.9035470441299,66.14
Tripura,1,Tripura West,1469453,739939,729458,56,81.93231065811094,82.53
Tripura,2,Tripura East (ST),1401443,707112,694318,13,82.90318822754645,81.06
Uttar Pradesh,1,Saharanpur,1857816,982473,875260,83,70.86715865036841,66.23
Uttar Pradesh,2,Kairana,1727579,926748,800735,96,67.45130956145155,62.52
Uttar Pradesh,3,Muzaffarnagar,1823717,974828,848746,143,68.42002045932782,59.16
Uttar Pradesh,4,Bijnor,1743213,928215,814914,84,66.21894388943139,58.79
Uttar Pradesh,5,Nagina (SC),1647310,874628,772622,60,63.66396678176957,60.8
Uttar Pradesh,6,Moradabad,2062642,1096271,966288,83,65.45711734770711,62.24
Uttar Pradesh,7,Rampur,1733243,917367,815716,160,63.18750870791769,55.89
Uttar Pradesh,8,Sambhal,1899292,1013828,885344,120,64.73158920451189,62.96
Uttar Pradesh,9,Amroha,1720677,912369,808253,55,71.04768788321434,64.58
Uttar Pradesh,10,Meerut,2005669,1080150,925379,140,64.28866134053486,59.01
Uttar Pradesh,11,Baghpat,1665208,909204,755930,74,64.6843504017381,56.13
Uttar Pradesh,12,Ghaziabad,2948720,1626489,1322054,177,55.885280130510395,49.88
Uttar Pradesh,13,Gautam Buddha Nagar,2681482,1456806,1224557,119,60.493495327752115,53.7
Uttar Pradesh,14,Bulandshahr (SC),1867981,983523,884409,49,62.92210243718277,56.55
Uttar Pradesh,15,Aligarh,2002868,1067878,934878,112,61.678413800449036,56.89
Uttar Pradesh,16,Hathras (SC),1946138,1046446,899644,48,61.76305569859252,55.67
Uttar Pradesh,17,Mathura,1939130,1041684,897381,65,61.083537576615434,49.38
Uttar Pradesh,18,Agra (SC),2075821,1121996,953720,105,59.123440798063676,54.21
Uttar Pradesh,19,Fatehpur Sikri,1807314,980568,826695,51,60.41643273911371,57.25
Uttar Pradesh,20,Firozabad,1896052,1016945,879014,93,60.126667820900195,58.48
Uttar Pradesh,21,Mainpuri,1798051,970043,827969,39,56.768834912919644,58.74
Uttar Pradesh,22,Etah,1703935,908929,794950,56,61.700800902981875,59.37
Uttar Pradesh,23,Badaun,2010304,1076645,933547,112,57.17317200049059,54.4
Uttar Pradesh,24,Aonla,1893622,1018787,874788,47,58.966120726588464,57.56
Uttar Pradesh,25,Bareilly,1926167,1030757,895334,76,59.4639127085008,58.16
Uttar Pradesh,26,Pilibhit,1833961,980734,853187,40,67.40973661812609,63.32
Uttar Pradesh,27,Shahjahanpur (SC),2333143,1252608,1080385,150,56.1504322436703,53.52
Uttar Pradesh,28,Kheri,1871224,992805,878377,42,64.19905359408912,64.85
Uttar Pradesh,29,Dhaurahra,1719979,917737,802163,79,64.69081410662538,64.66
Uttar Pradesh,30,Sitapur,1760367,936435,823871,61,63.934060209131836,62.64
Uttar Pradesh,31,Hardoi (SC),1911779,1002277,909448,54,58.537760933286634,57.65
Uttar Pradesh,32,Misrikh (SC),1879798,995481,884268,49,57.17422807318251,56
Uttar Pradesh,33,Unnao,2344843,1247626,1097125,92,56.471401551017244,55.59
Uttar Pradesh,34,Mohanlalganj (SC),2189866,1163143,1026653,70,62.793344571670595,62.99
Uttar Pradesh,35,Lucknow,2173953,1149665,1024196,92,54.77593001651173,52.45
Uttar Pradesh,36,Rae Bareli,1788731,935629,853066,36,56.33855936385298,58.14
Uttar Pradesh,37,Amethi,1798715,945042,853589,84,54.08361843746684,54.53
Uttar Pradesh,38,Sultanpur,1855602,967264,888289,49,56.3748453691874,55.73
Uttar Pradesh,39,Pratapgarh,1836748,973291,863452,5,53.562790305713094,51.58
Uttar Pradesh,40,Farrukhabad,1751985,944124,807816,45,58.71765232634022,59.08
Uttar Pradesh,41,Etawah (SC),1834489,990084,844373,32,58.5222049802501,56.37
Uttar Pradesh,42,Kannauj,1993616,1069348,924173,95,60.85824589401459,61.14
Uttar Pradesh,43,Kanpur,1664794,887676,776996,122,51.64897613753481,53.34
Uttar Pradesh,44,Akbarpur,1875912,1008315,867518,79,58.12925614949373,58
Uttar Pradesh,45,Jalaun (SC),2010583,1079605,930872,106,58.48611586679756,56.16
Uttar Pradesh,46,Jhansi,2162404,1138635,1023661,108,67.67793431693127,63.88
Uttar Pradesh,47,Hamirpur,1841604,995945,845620,39,62.3194214167286,60.65
Uttar Pradesh,48,Banda,1749034,944968,804025,41,60.80478301128539,59.74
Uttar Pradesh,49,Fatehpur,1942597,1044232,898315,50,56.786939899266685,57.11
Uttar Pradesh,50,Kaushambi (SC),1912536,1015692,896678,166,54.55912305832848,52.82
Uttar Pradesh,51,Phulpur,2071536,1126265,945075,196,48.69874164190886,49
Uttar Pradesh,52,Allahabad,1828159,990680,837241,238,51.83391991422711,51.87
Uttar Pradesh,53,Barabanki (SC),1919282,1014928,904279,75,63.61123495318769,67.26
Uttar Pradesh,54,Faizabad,1929399,1008401,920916,82,59.689809719588204,59.17
Uttar Pradesh,55,Ambedkar Nagar,1913756,998212,915511,33,61.07639933089053,61.66
Uttar Pradesh,56,Baharaich (SC),1839281,969904,869325,52,57.23674322565131,57.45
Uttar Pradesh,57,Kaiserganj,1906032,1010645,895325,62,54.393819084291565,55.73
Uttar Pradesh,58,Shrawasti,1980743,1059012,921677,54,52.07701937444216,52.84
Uttar Pradesh,59,Gonda,1843873,989112,854692,69,52.203024660951456,51.7
Uttar Pradesh,60,Domariyaganj,1962205,1045433,916631,141,52.26014395632197,52.11
Uttar Pradesh,61,Basti,1904843,1013751,890995,97,57.18555426634071,56.95
Uttar Pradesh,62,Sant Kabir Nagar,2076050,1107305,968701,44,54.20160853592867,52.61
Uttar Pradesh,63,Maharajganj,2007065,1058514,948475,76,64.07115350880856,60.31
Uttar Pradesh,64,Gorakhpur,2101746,1128197,973375,174,59.8085399887038,54.95
Uttar Pradesh,65,Kushi Nagar,1876962,987072,889794,96,59.79396717916578,57.58
Uttar Pradesh,66,Deoria,1877227,994633,882485,109,57.89527390056408,55.6
Uttar Pradesh,67,Bansgaon (SC),1825711,972958,852666,87,55.37636373395583,51.81
Uttar Pradesh,68,Lalganj (SC),1841110,964019,877066,25,54.85587735019806,54.54
Uttar Pradesh,69,Azamgarh,1871946,992507,879396,43,57.557255662967364,56.36
Uttar Pradesh,70,Ghosi,2090637,1110047,980515,75,57.313254179572624,55.04
Uttar Pradesh,71,Salempur,1784412,952664,831681,67,55.425596869635726,51.42
Uttar Pradesh,72,Ballia,1936995,1045689,891243,63,54.34859063164392,52.03
Uttar Pradesh,73,Jaunpur,1979004,1027947,950966,91,55.77336111384729,55.83
Uttar Pradesh,74,Machhlishahr (SC),1943763,1019559,924135,69,56.01940371345437,54.64
Uttar Pradesh,75,Ghazipur,2088636,1104931,983680,25,58.87568664121671,55.29
Uttar Pradesh,76,Chandauli,1850547,994784,855713,50,61.82662364237548,60.51
Uttar Pradesh,77,Varanasi,1999861,1085928,913797,136,57.132385928195475,56.59
Uttar Pradesh,78,Bhadohi,2039941,1079362,960408,171,53.531814957318204,53.22
Uttar Pradesh,79,Mirzapur,1909448,1002577,906802,69,60.106712191420755,57.89
Uttar Pradesh,80,Robertsganj (SC),1780728,943390,837307,31,57.37059467212211,56.81
West Bengal,1,Coochbehar (SC),1970743,1018633,952077,33,84.08367324440525,82.44
West Bengal,2,Alipurduars (ST),1778463,894029,884372,62,83.78975031894893,79.97
West Bengal,3,Jalpaiguri (SC),1889840,962386,927441,13,86.51167641622067,83.92
West Bengal,4,Darjeeling,1776898,895247,881610,41,78.79678548665471,74.91
West Bengal,5,Raiganj,1791574,926140,865346,88,79.81888809782541,76.43
West Bengal,6,Balurghat,1563941,800147,763713,81,83.69306784083861,79.29
West Bengal,7,Maldaha Uttar,1864285,948348,915882,55,80.39164746390028,76.12
West Bengal,8,Maldaha Dakshin,1784407,901703,882656,48,81.23794895880273,76.88
West Bengal,9,Jangipur,1807556,919408,888125,23,80.72135294048495,75.79
West Bengal,10,Baharampur,1789424,912975,876406,43,79.409818735359,77.55
West Bengal,11,Murshidabad,1890589,964587,925974,28,84.29184778229838,81.55
West Bengal,12,Krishnanagar,1762599,913551,849022,26,83.75330483949848,80.96
West Bengal,13,Ranaghat (SC),1877599,964987,912553,59,84.25565696620006,82.14
West Bengal,14,Bangaon (SC),1841292,939596,901625,71,82.63678025521051,81.12
West Bengal,15,Barrackpur,1512101,772280,739776,45,76.90581726515231,75.56
West Bengal,16,Dum dum,1700882,839212,861625,45,76.91853382335289,74.13
West Bengal,17,Barasat,1907604,960962,946577,65,81.25664919930254,80.44
West Bengal,18,Basirhat,1805874,924922,880918,34,85.42693836889292,84.51
West Bengal,19,Jaynagar (SC),1845363,942073,903203,87,82.28725001592497,80.42
West Bengal,20,Mathurapur (SC),1818113,934595,883485,33,84.8630466994654,82.38
West Bengal,21,Diamond harbour,1881552,955389,926092,71,81.97889703872173,81.38
West Bengal,22,Jadavpur,2034251,1007441,1026690,120,79.10820719517277,77.13
West Bengal,23,Kolkata Dakshin,1850115,947832,902241,42,69.8195506726722,67.27
West Bengal,24,Kolkata Uttar,1505686,815601,690044,41,65.82998749378498,63.66
West Bengal,25,Howrah,1769973,911281,858653,39,74.83256575424208,71.9
West Bengal,26,Uluberia,1742388,886294,856037,57,81.18450415730643,80.01
West Bengal,27,Sreerampur,1928256,974254,953951,51,78.5371599218582,76.6
West Bengal,28,Hooghly,1860103,927118,932921,64,82.56725768863484,81.61
West Bengal,29,Arambag (SC),1885001,955074,929906,21,83.43856213372501,82.82
West Bengal,30,Tamluk,1853363,950294,903031,38,85.38302394718424,85.17
West Bengal,31,Kanthi,1797658,924754,872896,8,85.83372436296304,85.24
West Bengal,32,Ghatal,1942313,987523,954773,17,82.7409080656577,82.49
West Bengal,33,Jhargram (ST),1782435,892620,889796,19,85.70914348778342,83.8
West Bengal,34,Medinipur,1813205,910174,903002,29,84.2366906457632,81.95
West Bengal,35,Purulia,1825625,925984,899622,19,82.37889182955786,78.66
West Bengal,36,Bankura,1785138,902130,883007,1,83.24580054897004,81.24
West Bengal,37,Bishnupur (SC),1758481,892954,865525,2,87.33971690002268,86.13
West Bengal,38,Bardhaman Purba (SC),1803240,915202,887989,49,84.7778296661718,83.12
West Bengal,39,Bardhaman-Durgapur,1853336,931083,922228,25,82.67231125452676,81.09
West Bengal,40,Asansol,1771875,904909,866928,38,76.6246561439229,73.51
West Bengal,41,Bolpur (SC),1842192,933957,908212,23,85.73996538564624,83.05
West Bengal,42,Birbhum,1859447,936367,923061,19,85.33967663967977,82.19
Chhattisgarh,1,SURGUJA (ST),1820880,906410,914436,34,77.4036861142107,79.97
Chhattisgarh,2,RAIGARH (ST),1840847,910278,930519,50,77.90616591831261,78.96
Chhattisgarh,3,JANJGIR-CHAMPA (SC),2058260,1034274,1023959,27,65.80842470800692,67.77
Chhattisgarh,4,KORBA,1620051,804659,815340,52,75.38393732933909,75.73
Chhattisgarh,5,BILASPUR,2103937,1057148,1046690,99,64.48009087068243,64.88
Chhattisgarh,6,RAJNANDGAON,1869229,930847,938374,8,76.19628549240034,77.46
Chhattisgarh,7,DURG,2092551,1044025,1048472,54,71.77968621876657,73.78
Chhattisgarh,8,RAIPUR,2376030,1187126,1188600,304,66.16076426147562,67
Chhattisgarh,9,MAHASAMUND,1763698,867846,895818,34,74.65223318646285,75.21
Chhattisgarh,10,BASTAR (ST),1473810,701885,771873,52,66.25671985509621,68.46
Chhattisgarh,11,KANKER (ST),1659374,813775,845581,18,74.42454931261514,76.39
Jharkhand,1,Rajmahal (ST),1705708,852167,853531,10,72.04531515996578,71.44
Jharkhand,2,Dumka (ST),1592192,800126,792060,6,73.42843422057422,74.44
Jharkhand,3,Godda,2030444,1052544,977883,17,69.56935307432695,69.1
Jharkhand,4,Chatra,1692698,864657,828039,2,64.96942923819373,64.35
Jharkhand,5,Kodarma,2207845,1142511,1065311,23,66.6801350513333,62.19
Jharkhand,6,Giridih,1866763,962472,904283,8,67.1242435945394,67.79
Jharkhand,7,Dhanbad,2290354,1201348,1088926,80,60.46726050040673,62.52
Jharkhand,8,Ranchi,2202528,1117341,1085118,69,64.49062845290531,65.93
Jharkhand,9,Jamshedpur,1871388,939374,931881,133,67.18963833875719,68.36
Jharkhand,10,Singhbhum (ST),1449471,713440,735998,33,69.25775464065762,69.8
Jharkhand,11,Khunti (ST),1329423,653670,675749,4,69.2491003305994,70.73
Jharkhand,12,Lohardaga (ST),1448225,720501,727720,4,66.30286659655866,67.09
Jharkhand,13,Palamu (SC),2248082,1167828,1080253,1,64.33504957104688,61.92
Jharkhand,14,Hazaribagh,1942771,1000509,942231,31,64.85185596099468,65.14
Uttarakhand,1,Tehri Garhwal,1590526,828282,762182,62,58.865596772238895,54.5
Uttarakhand,2,Garhwal,1404233,733724,670493,16,55.17216454392844,53.14
Uttarakhand,3,Almora (SC),1368432,712648,655779,5,52.30997273151304,49.33
Uttarakhand,4,Nainital-Udhamsingh Nagar,2026438,1057189,969194,55,68.96670537011748,62.75
Uttarakhand,5,Haridwar,2041472,1076290,965023,159,69.17839475253948,63.9
Telangana,1,Adilabad (ST),1652394,807060,845247,87,71.4179179615919,74.94
Telangana,2,Peddapalle (SC),1597892,789125,808664,103,65.59197507117547,68.63
Telangana,3,Karimnagar,1798168,878459,919607,102,69.52292492535767,73.11
Telangana,4,Nizamabad,1705591,806832,898669,90,68.44291659826766,72.35
Telangana,5,Zahirabad,1642425,802858,839508,59,69.69558260479654,75.3
Telangana,6,Medak,1828717,902595,925913,209,71.74690236122841,75.86
Telangana,7,Malkajgiri,3780453,1946386,1833525,542,49.634623607241565,51.28
Telangana,8,Secunderabad,2120550,1087006,1033414,130,46.50074481424353,49.45
Telangana,9,Hyderabad,2217305,1125479,1091630,196,44.84024207186055,48.79
Telangana,10,Chevella,2939057,1504909,1433868,280,53.2516724570957,57.03
Telangana,11,Mahbubnagar,1683709,833461,850206,42,65.3851465571389,72.91
Telangana,12,Nagarkurnool (SC),1739310,865907,873364,39,62.33147431130443,70.24
Telangana,13,Nalgonda,1726204,845548,880487,169,74.14872823112523,75.15
Telangana,14,Bhongir,1809241,899047,910115,79,74.49339171871823,77.48
Telangana,15,Warangal (SC),1825492,896395,928700,397,63.696370825008856,69.53
Telangana,16,Mahabubabad (ST),1533858,749256,784496,106,69.06187582711135,72.34
Telangana,17,Khammam,1631952,788043,843779,130,75.29668538104873,76.74
Andaman & Nicobar Islands,1,Andaman & Nicobar Islands,315745,164572,151169,4,65.1230410304235,64.16
Chandigarh,1,Chandigarh,660552,342176,318341,35,70.60716312396693,68.03
NCT OF Delhi,1,Chandni Chowk,1646467,884174,762125,168,62.78081499958714,58.69
NCT OF Delhi,2,North-East Delhi,2464397,1327153,1137095,149,63.86256751824499,63.04
NCT OF Delhi,3,East Delhi,2121610,1152084,969422,104,61.69733565700422,59.6
NCT OF Delhi,4,New Delhi,1526694,831520,695096,78,56.91400767865865,55.53
NCT OF Delhi,5,North-West Delhi (SC),2569274,1385389,1183623,262,58.97389443861799,58.01
NCT OF Delhi,6,West Delhi,2592498,1374284,1218083,131,60.82245058701896,58.81
NCT OF Delhi,7,South Delhi,2293698,1269141,1024221,336,58.7456704182856,56.52
Lakshadweep,1,Lakshadweep (ST),57953,29445,28508,0,85.20900904165684,84.98
Puducherry,1,PUDUCHERRY,1024024,480876,542997,151,81.24993579272865,79.24
